2026-01-21T20:17:36+02:00
Running C:\Users\Alex05\Documents\Analiza algoritmilor\Bin-Packing-AA\src\bench.exe
Run on (16 X 2918 MHz CPU s)
CPU Caches:
  L1 Data 48 KiB (x8)
  L1 Instruction 32 KiB (x8)
  L2 Unified 1280 KiB (x8)
  L3 Unified 24576 KiB (x1)
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Bins","Packets"
"Backtracking_Soreted_asc_better_prune\random\test2.txt",1,2.00726e+06,1.84375e+06,us,,,,,,10,18
"Backtracking_Soreted_asc_best_prune\random\test2.txt",1,1.94631e+06,1.82812e+06,us,,,,,,10,18
"Backtracking_Soreted_desc_no_prune\random\test2.txt",6,119663,114583,us,,,,,,10,18
"Backtracking_Soreted_desc_better_prune\random\test2.txt",32000,21.8265,19.043,us,,,,,,10,18
"Backtracking_Soreted_desc_best_prune\random\test2.txt",32000,22.5174,21.9727,us,,,,,,10,18
"FirstFit\random\test3.txt",100000,5.44407,5.3125,us,,,,,,7,12
"FirstFitDecreasing\random\test3.txt",112000,6.48527,5.85938,us,,,,,,7,12
"BestFit\random\test3.txt",89600,7.09657,6.62667,us,,,,,,7,12
"BestFitDecreasing\random\test3.txt",89600,7.58934,7.4986,us,,,,,,7,12
"Backtracking_Unsoreted_no_prune\random\test3.txt",264,2327.98,2308.24,us,,,,,,7,12
"Backtracking_Unsoreted_better_prune\random\test3.txt",3200,242.734,234.375,us,,,,,,7,12
"Backtracking_Unsoreted_best_prune\random\test3.txt",3200,239.706,234.375,us,,,,,,7,12
"Backtracking_Soreted_asc_no_prune\random\test3.txt",90,7731.1,7291.67,us,,,,,,7,12
"Backtracking_Soreted_asc_better_prune\random\test3.txt",166,4122.86,4141.57,us,,,,,,7,12
"Backtracking_Soreted_asc_best_prune\random\test3.txt",172,4384.81,4087.94,us,,,,,,7,12
"Backtracking_Soreted_desc_no_prune\random\test3.txt",896,866.695,767.299,us,,,,,,7,12
"Backtracking_Soreted_desc_better_prune\random\test3.txt",56000,14.4101,12.8348,us,,,,,,7,12
"Backtracking_Soreted_desc_best_prune\random\test3.txt",56000,14.5594,13.3929,us,,,,,,7,12
"FirstFit\random\test4.txt",112000,5.54716,5.30134,us,,,,,,8,13
"FirstFitDecreasing\random\test4.txt",112000,7.01495,6.2779,us,,,,,,7,13
"BestFit\random\test4.txt",100000,7.79516,7.34375,us,,,,,,8,13
"BestFitDecreasing\random\test4.txt",89600,9.01004,8.02176,us,,,,,,7,13
"Backtracking_Unsoreted_no_prune\random\test4.txt",24,34802.8,33203.1,us,,,,,,7,13
"Backtracking_Unsoreted_better_prune\random\test4.txt",154,5380.11,5275.97,us,,,,,,7,13
"Backtracking_Unsoreted_best_prune\random\test4.txt",112,5206,4882.81,us,,,,,,7,13
"Backtracking_Soreted_asc_no_prune\random\test4.txt",11,57814.1,52556.8,us,,,,,,7,13
"Backtracking_Soreted_asc_better_prune\random\test4.txt",45,18965,17708.3,us,,,,,,7,13
"Backtracking_Soreted_asc_best_prune\random\test4.txt",41,18591.2,17149.4,us,,,,,,7,13
"Backtracking_Soreted_desc_no_prune\random\test4.txt",112,6889.97,6277.9,us,,,,,,7,13
"Backtracking_Soreted_desc_better_prune\random\test4.txt",49778,14.56,14.1252,us,,,,,,7,13
"Backtracking_Soreted_desc_best_prune\random\test4.txt",56000,14.5589,13.6719,us,,,,,,7,13
"FirstFit\random\test5.txt",74667,9.49273,9.20755,us,,,,,,12,20
"FirstFitDecreasing\random\test5.txt",56000,10.7872,9.76562,us,,,,,,12,20
"BestFit\random\test5.txt",56000,12.6418,11.9978,us,,,,,,12,20
"BestFitDecreasing\random\test5.txt",44800,15.1416,14.2997,us,,,,,,12,20
"Backtracking_Unsoreted_no_prune\random\test5.txt",1,4.82768e+06,4.28125e+06,us,,,,,,12,20
"Backtracking_Unsoreted_better_prune\random\test5.txt",9,83464.9,83333.3,us,,,,,,12,20
"Backtracking_Unsoreted_best_prune\random\test5.txt",9,82747.8,83333.3,us,,,,,,12,20
"Backtracking_Soreted_asc_no_prune\random\test5.txt",1,2.04597e+07,2.03281e+07,us,,,,,,12,20
"Backtracking_Soreted_asc_better_prune\random\test5.txt",1,1.04943e+07,1.04844e+07,us,,,,,,12,20
"Backtracking_Soreted_asc_best_prune\random\test5.txt",1,1.07552e+07,1.06562e+07,us,,,,,,12,20
"Backtracking_Soreted_desc_no_prune\random\test5.txt",1,1.2068e+06,1.17188e+06,us,,,,,,12,20
"Backtracking_Soreted_desc_better_prune\random\test5.txt",64000,10.345,10.498,us,,,,,,12,20
"Backtracking_Soreted_desc_best_prune\random\test5.txt",56000,10.479,10.3237,us,,,,,,12,20
"FirstFit\random\test6.txt",560000,1.17624,1.17188,us,,,,,,4,6
"FirstFitDecreasing\random\test6.txt",497778,1.4109,1.41253,us,,,,,,4,6
"BestFit\random\test6.txt",448000,1.3157,1.29046,us,,,,,,4,6
"BestFitDecreasing\random\test6.txt",407273,1.64119,1.64969,us,,,,,,4,6
"Backtracking_Unsoreted_no_prune\random\test6.txt",64000,10.7043,10.498,us,,,,,,4,6
"Backtracking_Unsoreted_better_prune\random\test6.txt",89600,7.65158,7.4986,us,,,,,,4,6
"Backtracking_Unsoreted_best_prune\random\test6.txt",89600,7.75528,7.84738,us,,,,,,4,6
"Backtracking_Soreted_asc_no_prune\random\test6.txt",56000,12.4249,12.2768,us,,,,,,4,6
"Backtracking_Soreted_asc_better_prune\random\test6.txt",74667,10.2325,10.0446,us,,,,,,4,6
"Backtracking_Soreted_asc_best_prune\random\test6.txt",64000,10.0195,10.0098,us,,,,,,4,6
"Backtracking_Soreted_desc_no_prune\random\test6.txt",100000,6.07178,6.09375,us,,,,,,4,6
"Backtracking_Soreted_desc_better_prune\random\test6.txt",224000,3.10569,3.13895,us,,,,,,4,6
"Backtracking_Soreted_desc_best_prune\random\test6.txt",213333,3.15025,3.07618,us,,,,,,4,6
"FirstFit\random\test7.txt",112000,5.60737,5.58036,us,,,,,,17,26
"FirstFitDecreasing\random\test7.txt",112000,6.56397,6.55692,us,,,,,,16,26
"BestFit\random\test7.txt",89600,7.88443,7.84738,us,,,,,,17,26
"BestFitDecreasing\random\test7.txt",74667,10.1025,9.83534,us,,,,,,16,26
"FirstFit\random\test8.txt",263529,2.66857,2.66811,us,,,,,,8,15
"FirstFitDecreasing\random\test8.txt",213333,3.48367,3.51563,us,,,,,,7,15
"BestFit\random\test8.txt",203636,3.37234,3.29939,us,,,,,,8,15
"BestFitDecreasing\random\test8.txt",160000,4.28249,4.19922,us,,,,,,7,15
"Backtracking_Unsoreted_no_prune\random\test8.txt",3,233529,234375,us,,,,,,7,15
"Backtracking_Unsoreted_better_prune\random\test8.txt",407,1854.68,1842.75,us,,,,,,7,15
"Backtracking_Unsoreted_best_prune\random\test8.txt",373,1878.02,1801.27,us,,,,,,7,15
"Backtracking_Soreted_asc_no_prune\random\test8.txt",1,736624,750000,us,,,,,,7,15
"Backtracking_Soreted_asc_better_prune\random\test8.txt",7,102601,102679,us,,,,,,7,15
"Backtracking_Soreted_asc_best_prune\random\test8.txt",6,104226,104167,us,,,,,,7,15
"Backtracking_Soreted_desc_no_prune\random\test8.txt",7,84695.5,84821.4,us,,,,,,7,15
"Backtracking_Soreted_desc_better_prune\random\test8.txt",100000,7.16217,7.1875,us,,,,,,7,15
"Backtracking_Soreted_desc_best_prune\random\test8.txt",112000,7.38432,7.39397,us,,,,,,7,15
"FirstFit\random\test9.txt",248889,2.77103,2.6995,us,,,,,,9,14
"FirstFitDecreasing\random\test9.txt",224000,3.09764,3.0692,us,,,,,,8,14
"BestFit\random\test9.txt",172308,4.02608,3.98995,us,,,,,,9,14
"BestFitDecreasing\random\test9.txt",165926,4.21471,4.23758,us,,,,,,8,14
"Backtracking_Unsoreted_no_prune\random\test9.txt",112,6879.26,6696.43,us,,,,,,8,14
"Backtracking_Unsoreted_better_prune\random\test9.txt",1948,368.492,360.947,us,,,,,,8,14
"Backtracking_Unsoreted_best_prune\random\test9.txt",1867,375.924,376.607,us,,,,,,8,14
"Backtracking_Soreted_asc_no_prune\random\test9.txt",17,41900.9,42279.4,us,,,,,,8,14
"Backtracking_Soreted_asc_better_prune\random\test9.txt",37,19034,19003.4,us,,,,,,8,14
"Backtracking_Soreted_asc_best_prune\random\test9.txt",37,19231.8,19425.7,us,,,,,,8,14
"Backtracking_Soreted_desc_no_prune\random\test9.txt",172,4141.9,4087.94,us,,,,,,8,14
"Backtracking_Soreted_desc_better_prune\random\test9.txt",112000,6.8129,6.83594,us,,,,,,8,14
"Backtracking_Soreted_desc_best_prune\random\test9.txt",112000,6.96148,6.97545,us,,,,,,8,14
"FirstFit\random\test10.txt",144516,4.9188,4.86538,us,,,,,,14,27
"FirstFitDecreasing\random\test10.txt",112000,6.35611,6.41741,us,,,,,,12,27
"BestFit\random\test10.txt",112000,6.90682,6.97545,us,,,,,,14,27
"BestFitDecreasing\random\test10.txt",74667,9.31579,9.41681,us,,,,,,12,27
"FirstFit\random\test11.txt",112000,5.77231,5.71987,us,,,,,,18,27
"FirstFitDecreasing\random\test11.txt",89600,6.99781,6.97545,us,,,,,,17,27
"BestFit\random\test11.txt",74667,8.39053,8.3705,us,,,,,,18,27
"BestFitDecreasing\random\test11.txt",64000,11.2698,11.2305,us,,,,,,17,27
"FirstFit\random\test12.txt",112000,5.18968,5.02232,us,,,,,,15,28
"FirstFitDecreasing\random\test12.txt",112000,6.94578,6.69643,us,,,,,,14,28
"BestFit\random\test12.txt",89600,7.85019,7.67299,us,,,,,,15,28
"BestFitDecreasing\random\test12.txt",64000,10.9866,10.7422,us,,,,,,14,28
"FirstFit\random\test13.txt",203636,3.31796,3.29939,us,,,,,,9,19
"FirstFitDecreasing\random\test13.txt",172308,4.12094,4.08063,us,,,,,,8,19
"BestFit\random\test13.txt",165926,4.25995,4.23758,us,,,,,,8,19
"BestFitDecreasing\random\test13.txt",100000,5.66607,5.78125,us,,,,,,8,19
"Backtracking_Unsoreted_no_prune\random\test13.txt",1,1.76818e+08,1.72625e+08,us,,,,,,8,19
"Backtracking_Unsoreted_better_prune\random\test13.txt",6,128144,122396,us,,,,,,8,19
"Backtracking_Unsoreted_best_prune\random\test13.txt",6,129088,127604,us,,,,,,8,19
"Backtracking_Soreted_asc_no_prune\random\test13.txt",1,1.25038e+09,1.22038e+09,us,,,,,,8,19
"Backtracking_Soreted_asc_better_prune\random\test13.txt",1,1.93576e+08,1.80812e+08,us,,,,,,8,19
"Backtracking_Soreted_asc_best_prune\random\test13.txt",1,2.12158e+08,1.96672e+08,us,,,,,,8,19
"Backtracking_Soreted_desc_no_prune\random\test13.txt",1,1.32365e+08,1.25672e+08,us,,,,,,8,19
"Backtracking_Soreted_desc_better_prune\random\test13.txt",74667,9.65313,9.62607,us,,,,,,8,19
"Backtracking_Soreted_desc_best_prune\random\test13.txt",74667,9.81625,9.83534,us,,,,,,8,19
"FirstFit\random\test14.txt",263529,2.58484,2.54953,us,,,,,,9,12
"FirstFitDecreasing\random\test14.txt",235789,3.03822,3.04828,us,,,,,,9,12
"BestFit\random\test14.txt",203636,3.40689,3.37612,us,,,,,,9,12
"BestFitDecreasing\random\test14.txt",179200,3.938,3.92369,us,,,,,,9,12
"Backtracking_Unsoreted_no_prune\random\test14.txt",2800,249.681,251.116,us,,,,,,9,12
"Backtracking_Unsoreted_better_prune\random\test14.txt",4978,147.29,144.385,us,,,,,,9,12
"Backtracking_Unsoreted_best_prune\random\test14.txt",4480,148.031,142.997,us,,,,,,9,12
"Backtracking_Soreted_asc_no_prune\random\test14.txt",1120,621.623,613.839,us,,,,,,9,12
"Backtracking_Soreted_asc_better_prune\random\test14.txt",1000,549.265,546.875,us,,,,,,9,12
"Backtracking_Soreted_asc_best_prune\random\test14.txt",1000,565.285,546.875,us,,,,,,9,12
"Backtracking_Soreted_desc_no_prune\random\test14.txt",6400,104.554,104.98,us,,,,,,9,12
"Backtracking_Soreted_desc_better_prune\random\test14.txt",112000,6.19444,6.2779,us,,,,,,9,12
"Backtracking_Soreted_desc_best_prune\random\test14.txt",112000,6.26435,6.2779,us,,,,,,9,12
"FirstFit\random\test15.txt",154483,4.72884,4.75376,us,,,,,,14,25
"FirstFitDecreasing\random\test15.txt",112000,6.2635,6.2779,us,,,,,,13,25
"BestFit\random\test15.txt",89600,7.33851,7.32422,us,,,,,,14,25
"BestFitDecreasing\random\test15.txt",89600,9.16598,9.24247,us,,,,,,13,25
"FirstFit\random\test16.txt",112000,5.18678,5.16183,us,,,,,,13,26
"FirstFitDecreasing\random\test16.txt",112000,6.23326,6.2779,us,,,,,,13,26
"BestFit\random\test16.txt",112000,7.58303,7.53348,us,,,,,,13,26
"BestFitDecreasing\random\test16.txt",74667,9.26334,9.41681,us,,,,,,13,26
"FirstFit\random\test17.txt",172308,4.07856,4.08063,us,,,,,,13,22
"FirstFitDecreasing\random\test17.txt",112000,5.39487,5.30134,us,,,,,,12,22
"BestFit\random\test17.txt",112000,6.00089,5.71987,us,,,,,,12,22
"BestFitDecreasing\random\test17.txt",89600,7.85765,7.84738,us,,,,,,12,22
"FirstFit\random\test18.txt",213333,3.48916,3.51563,us,,,,,,9,18
"FirstFitDecreasing\random\test18.txt",160000,4.41699,4.39453,us,,,,,,9,18
"BestFit\random\test18.txt",154483,4.65965,4.65262,us,,,,,,9,18
"BestFitDecreasing\random\test18.txt",100000,6.00759,6.09375,us,,,,,,9,18
"Backtracking_Unsoreted_no_prune\random\test18.txt",1,5.17833e+06,5.15625e+06,us,,,,,,9,18
"Backtracking_Unsoreted_better_prune\random\test18.txt",3,243969,244792,us,,,,,,9,18
"Backtracking_Unsoreted_best_prune\random\test18.txt",3,250193,250000,us,,,,,,9,18
"Backtracking_Soreted_asc_no_prune\random\test18.txt",1,3.51629e+07,3.48125e+07,us,,,,,,9,18
"Backtracking_Soreted_asc_better_prune\random\test18.txt",1,1.21318e+07,1.20781e+07,us,,,,,,9,18
"Backtracking_Soreted_asc_best_prune\random\test18.txt",1,1.23424e+07,1.22188e+07,us,,,,,,9,18
"Backtracking_Soreted_desc_no_prune\random\test18.txt",1,2.23075e+06,2.20312e+06,us,,,,,,9,18
"Backtracking_Soreted_desc_better_prune\random\test18.txt",74667,9.06366,9.20755,us,,,,,,9,18
"Backtracking_Soreted_desc_best_prune\random\test18.txt",89600,9.22571,9.06808,us,,,,,,9,18
"FirstFit\random\test19.txt",248889,2.79812,2.82505,us,,,,,,9,13
"FirstFitDecreasing\random\test19.txt",213333,3.33659,3.2959,us,,,,,,9,13
"BestFit\random\test19.txt",186667,3.63187,3.59932,us,,,,,,9,13
"BestFitDecreasing\random\test19.txt",165926,4.21505,4.14341,us,,,,,,9,13
"Backtracking_Unsoreted_no_prune\random\test19.txt",2489,753.583,634.04,us,,,,,,9,13
"Backtracking_Unsoreted_better_prune\random\test19.txt",3200,221.275,200.195,us,,,,,,9,13
"Backtracking_Unsoreted_best_prune\random\test19.txt",3200,239.147,209.961,us,,,,,,9,13
"Backtracking_Soreted_asc_no_prune\random\test19.txt",173,4031.85,3703.03,us,,,,,,9,13
"Backtracking_Soreted_asc_better_prune\random\test19.txt",236,3271.72,3111.76,us,,,,,,9,13
"Backtracking_Soreted_asc_best_prune\random\test19.txt",204,5071.58,3293.5,us,,,,,,9,13
"Backtracking_Soreted_desc_no_prune\random\test19.txt",1792,446.441,427.246,us,,,,,,9,13
"Backtracking_Soreted_desc_better_prune\random\test19.txt",21333,36.6632,36.6217,us,,,,,,9,13
"Backtracking_Soreted_desc_best_prune\random\test19.txt",17231,37.8193,33.5514,us,,,,,,9,13
"FirstFit\random\test20.txt",64000,9.77818,9.52148,us,,,,,,13,22
"FirstFitDecreasing\random\test20.txt",56000,12.0067,10.8817,us,,,,,,12,22
"BestFit\random\test20.txt",64000,14.2473,13.1836,us,,,,,,13,22
"BestFitDecreasing\random\test20.txt",44800,17.2962,16.0435,us,,,,,,12,22
"FirstFit\random\test21.txt",56000,12.2954,11.7188,us,,,,,,16,25
"FirstFitDecreasing\random\test21.txt",49778,14.9256,14.1252,us,,,,,,16,25
"BestFit\random\test21.txt",40727,16.4044,14.5788,us,,,,,,16,25
"BestFitDecreasing\random\test21.txt",37333,20.2126,19.2524,us,,,,,,16,25
"FirstFit\random\test22.txt",333019,2.02048,1.97061,us,,,,,,7,11
"FirstFitDecreasing\random\test22.txt",263529,2.71249,2.7274,us,,,,,,7,11
"BestFit\random\test22.txt",280000,2.63634,2.62277,us,,,,,,7,11
"BestFitDecreasing\random\test22.txt",213333,3.25425,3.2959,us,,,,,,7,11
"Backtracking_Unsoreted_no_prune\random\test22.txt",2987,237.362,235.395,us,,,,,,7,11
"Backtracking_Unsoreted_better_prune\random\test22.txt",8960,87.1633,87.1931,us,,,,,,7,11
"Backtracking_Unsoreted_best_prune\random\test22.txt",7467,87.9318,87.8867,us,,,,,,7,11
"Backtracking_Soreted_asc_no_prune\random\test22.txt",1120,660.555,641.741,us,,,,,,7,11
"Backtracking_Soreted_asc_better_prune\random\test22.txt",640,1209.38,1147.46,us,,,,,,7,11
"Backtracking_Soreted_asc_best_prune\random\test22.txt",640,1249.18,1147.46,us,,,,,,7,11
"Backtracking_Soreted_desc_no_prune\random\test22.txt",4073,212.004,164.958,us,,,,,,7,11
"Backtracking_Soreted_desc_better_prune\random\test22.txt",49778,14.8752,13.1835,us,,,,,,7,11
"Backtracking_Soreted_desc_best_prune\random\test22.txt",49778,13.6287,13.4974,us,,,,,,7,11
"FirstFit\random\test23.txt",89600,9.31192,7.84738,us,,,,,,11,20
"FirstFitDecreasing\random\test23.txt",64000,12.5036,11.4746,us,,,,,,11,20
"BestFit\random\test23.txt",64000,12.4262,10.9863,us,,,,,,11,20
"BestFitDecreasing\random\test23.txt",49778,15.0644,14.4391,us,,,,,,11,20
"Backtracking_Unsoreted_no_prune\random\test23.txt",1,2.50647e+08,2.38484e+08,us,,,,,,11,20
"Backtracking_Unsoreted_better_prune\random\test23.txt",1,4.23636e+07,4.1375e+07,us,,,,,,11,20
"Backtracking_Unsoreted_best_prune\random\test23.txt",1,3.7102e+07,3.67969e+07,us,,,,,,11,20
"Backtracking_Soreted_asc_no_prune\random\test23.txt",1,6.46639e+08,6.09906e+08,us,,,,,,11,20
